event_id,timestamp,market,creator_tier,content_category,policy_category,intervention_type,detection_method,severity_score,is_proactive_removal,removed_within_24h,is_false_positive,baseline_ccv,ccv_lost_5min,ccv_recovered_15min,drop_off_rate,recovery_rate,creator_ack_seconds,scale_factor
EVT_04043,2026-01-26 09:04:43,US,Macro,Gaming,adult_nudity_sexual,audio_mute,automated,2.52,True,True,False,23520,11157,894,0.4744,0.0802,190.0,262.9
EVT_01654,2026-01-26 09:20:14,US,Nano,Commerce,violent_graphic,caption_text_removal,automated,1.75,True,True,False,257,24,0,0.0969,0.0199,,262.9
EVT_03144,2026-01-26 09:41:54,US,Macro,Fitness,adult_nudity_sexual,audio_mute,automated,2.1,True,True,False,23744,8902,1330,0.3749,0.1495,250.0,262.9
EVT_03647,2026-01-26 10:02:04,US,Nano,Commerce,misinformation,stream_pause,automated,2.86,True,True,False,196,63,3,0.3233,0.0521,,262.9
EVT_00871,2026-01-26 10:02:13,US,Micro,Talk,minor_safety,caption_text_removal,automated,1.46,True,True,False,2083,269,34,0.1293,0.1289,,262.9
EVT_04019,2026-01-26 10:29:39,US,Nano,Music,adult_nudity_sexual,stream_pause,automated,3.03,True,True,False,307,72,6,0.235,0.0951,,262.9
EVT_02594,2026-01-26 10:41:25,US,Nano,Gaming,spam_fake_engagement,audio_mute,automated,2.75,True,True,False,274,68,0,0.2502,0.0109,88.0,262.9
EVT_02715,2026-01-26 11:08:52,US,Mid,Fitness,hate_speech,content_warning_overlay,automated,2.14,True,True,False,3869,700,83,0.1809,0.1198,,262.9
EVT_02962,2026-01-26 12:09:16,US,Nano,Education,violent_graphic,caption_text_removal,automated,1.08,True,True,False,166,6,0,0.0411,0.0587,,262.9
EVT_01745,2026-01-26 12:11:42,US,Mid,Talk,illegal_regulated_goods,audio_mute,automated,1.55,True,True,False,7439,1564,128,0.2103,0.0821,73.0,262.9
EVT_01221,2026-01-26 12:22:28,US,Nano,Fitness,adult_nudity_sexual,escalated_review_flag,automated,3.98,True,True,False,114,19,2,0.1667,0.1217,,262.9
EVT_03425,2026-01-26 12:26:23,US,Micro,Gaming,illegal_regulated_goods,audio_mute,automated,1.88,True,True,False,833,301,26,0.3619,0.0885,42.0,262.9
EVT_03729,2026-01-26 12:29:30,US,Macro,Music,minor_safety,audio_mute,automated,2.21,False,True,False,71491,19349,2192,0.2707,0.1133,,262.9
EVT_03634,2026-01-26 12:46:21,US,Nano,Fitness,adult_nudity_sexual,caption_text_removal,automated,1.67,True,True,False,472,50,5,0.1069,0.1127,,262.9
EVT_01331,2026-01-26 12:57:29,US,Macro,Education,adult_nudity_sexual,content_warning_overlay,automated,1.74,True,True,False,53566,6780,332,0.1266,0.0491,,262.9
EVT_00408,2026-01-26 13:31:26,US,Mid,Talk,adult_nudity_sexual,audio_mute,automated,1.76,True,True,False,15763,3777,214,0.2397,0.0567,429.0,262.9
EVT_00523,2026-01-26 13:34:15,US,Nano,Commerce,violent_graphic,content_warning_overlay,automated,2.06,True,True,False,343,71,9,0.2086,0.1302,,262.9
EVT_00831,2026-01-26 13:44:43,US,Micro,Commerce,illegal_regulated_goods,stream_pause,automated,2.8,True,True,False,1929,305,24,0.1583,0.0815,,262.9
EVT_02937,2026-01-26 13:46:37,US,Nano,Music,misinformation,audio_mute,automated,2.32,True,True,False,349,170,19,0.489,0.115,135.0,262.9
EVT_02652,2026-01-26 14:10:22,US,Nano,Fitness,illegal_regulated_goods,audio_mute,automated,2.4,True,True,False,366,85,0,0.2342,0.0104,58.0,262.9
EVT_00878,2026-01-26 14:36:01,US,Nano,Talk,minor_safety,escalated_review_flag,human_review,3.55,True,True,False,487,99,15,0.2033,0.1541,,262.9
EVT_02848,2026-01-26 15:39:51,US,Nano,Gaming,adult_nudity_sexual,audio_mute,automated,1.95,True,True,False,469,227,28,0.4845,0.1234,76.0,262.9
EVT_00235,2026-01-26 16:00:30,US,Macro,Talk,violent_graphic,stream_pause,human_review,3.95,True,True,False,48574,10784,1737,0.222,0.1611,,262.9
EVT_02547,2026-01-26 16:20:48,US,Micro,Commerce,misinformation,escalated_review_flag,automated,4.67,True,True,False,1034,81,7,0.0784,0.0943,,262.9
EVT_01509,2026-01-26 16:20:51,US,Nano,Music,violent_graphic,content_warning_overlay,automated,2.25,True,True,False,212,20,1,0.0965,0.0907,,262.9
EVT_00004,2026-01-26 16:22:41,US,Nano,Music,hate_speech,audio_mute,automated,1.88,True,True,False,255,106,7,0.416,0.0695,41.0,262.9
EVT_00092,2026-01-26 16:27:25,US,Micro,Talk,minor_safety,audio_mute,automated,2.14,True,True,False,1069,349,38,0.3272,0.1093,6.0,262.9
EVT_02033,2026-01-26 17:16:54,US,Micro,Commerce,hate_speech,content_warning_overlay,automated,2.32,True,True,False,850,178,27,0.2105,0.1562,,262.9
EVT_02170,2026-01-26 17:33:23,US,Mid,Gaming,hate_speech,caption_text_removal,automated,1.52,True,True,False,4046,909,115,0.2247,0.1267,,262.9
EVT_00034,2026-01-26 17:57:42,US,Macro,Gaming,misinformation,content_warning_overlay,user_report,1.25,True,True,False,63822,9319,1661,0.146,0.1783,,262.9
EVT_02470,2026-01-26 18:00:35,US,Mid,Education,minor_safety,caption_text_removal,automated,1.48,True,True,False,11330,452,31,0.0399,0.0689,,262.9
EVT_03743,2026-01-26 18:07:21,US,Micro,Education,violent_graphic,content_warning_overlay,automated,2.03,True,True,False,762,86,9,0.1137,0.1051,,262.9
EVT_00047,2026-01-26 18:34:53,US,Micro,Education,minor_safety,content_warning_overlay,human_review,1.8,True,True,False,1541,252,55,0.1641,0.2188,,262.9
EVT_03611,2026-01-26 18:43:02,US,Nano,Gaming,minor_safety,content_warning_overlay,automated,1.99,True,True,False,343,87,7,0.2547,0.0866,,262.9
EVT_03540,2026-01-26 19:34:50,US,Nano,Talk,misinformation,content_warning_overlay,automated,1.98,True,True,False,318,79,2,0.2494,0.0293,,262.9
EVT_03556,2026-01-26 21:37:35,US,Mid,Talk,illegal_regulated_goods,escalated_review_flag,human_review,4.67,True,True,False,4867,772,0,0.1587,0.0,,262.9
EVT_03365,2026-01-26 21:55:25,US,Micro,Music,minor_safety,stream_pause,automated,4.08,True,True,False,1270,554,61,0.4368,0.1111,,262.9
EVT_04059,2026-01-26 22:03:20,US,Nano,Commerce,illegal_regulated_goods,audio_mute,automated,1.82,True,True,False,239,97,4,0.4099,0.0486,183.0,262.9
EVT_02276,2026-01-26 22:17:07,US,Nano,Fitness,minor_safety,content_warning_overlay,automated,1.25,True,True,False,201,40,4,0.2036,0.1091,,262.9
EVT_03926,2026-01-26 22:22:58,US,Micro,Music,minor_safety,stream_pause,human_review,4.2,True,True,False,1682,412,73,0.2451,0.1782,,262.9
EVT_03409,2026-01-26 22:54:31,US,Nano,Music,spam_fake_engagement,stream_pause,automated,3.52,True,True,False,208,40,0,0.1956,0.0199,,262.9
EVT_01121,2026-01-26 23:01:01,US,Nano,Gaming,violent_graphic,caption_text_removal,automated,1.5,True,True,False,283,28,2,0.0997,0.0853,,262.9
EVT_01172,2026-01-26 23:13:08,US,Nano,Education,hate_speech,escalated_review_flag,automated,3.99,True,True,False,362,57,5,0.1582,0.1025,,262.9
EVT_02729,2026-01-27 02:02:32,US,Nano,Music,minor_safety,content_warning_overlay,automated,1.32,True,True,False,179,37,0,0.2113,0.0266,,262.9
EVT_00335,2026-01-27 02:09:22,US,Nano,Talk,hate_speech,caption_text_removal,automated,1.4,True,True,False,324,40,4,0.1241,0.106,,262.9
EVT_01113,2026-01-27 03:44:48,US,Nano,Talk,misinformation,stream_pause,automated,3.16,True,True,False,176,25,2,0.143,0.1057,,262.9
EVT_04185,2026-01-27 04:06:27,US,Macro,Gaming,minor_safety,stream_pause,automated,2.99,True,False,False,53329,17402,1921,0.3263,0.1104,,262.9
EVT_02540,2026-01-27 04:15:56,US,Micro,Music,hate_speech,content_warning_overlay,automated,1.3,True,True,False,1628,361,59,0.2218,0.1651,,262.9
EVT_00759,2026-01-27 04:26:01,US,Nano,Education,illegal_regulated_goods,content_warning_overlay,automated,1.4,True,True,False,201,37,2,0.1874,0.0697,,262.9
EVT_02013,2026-01-27 05:25:43,US,Micro,Fitness,violent_graphic,stream_pause,automated,3.6,True,True,False,3713,1561,115,0.4206,0.0739,,262.9
EVT_01115,2026-01-27 05:26:14,US,Micro,Music,hate_speech,content_warning_overlay,automated,1.34,True,True,False,2524,611,78,0.2421,0.1278,,262.9
EVT_01304,2026-01-27 05:33:10,US,Micro,Gaming,hate_speech,content_warning_overlay,automated,1.69,True,True,False,1044,112,11,0.1074,0.1054,,262.9
EVT_02150,2026-01-27 06:06:54,US,Nano,Commerce,spam_fake_engagement,stream_pause,automated,3.4,True,True,False,437,90,1,0.2082,0.0178,,262.9
EVT_02550,2026-01-27 06:49:45,US,Nano,Commerce,adult_nudity_sexual,content_warning_overlay,automated,2.0,True,True,False,499,44,3,0.0901,0.0822,,262.9
EVT_02991,2026-01-27 06:59:52,US,Macro,Music,spam_fake_engagement,audio_mute,automated,2.46,True,True,False,36840,14085,2313,0.3823,0.1642,,262.9
EVT_04108,2026-01-27 07:13:54,US,Nano,Fitness,spam_fake_engagement,stream_pause,automated,4.09,True,True,False,289,27,4,0.0935,0.178,,262.9
EVT_02884,2026-01-27 07:31:08,US,Micro,Talk,illegal_regulated_goods,content_warning_overlay,user_report,2.39,True,False,False,502,105,8,0.2103,0.0811,,262.9
EVT_00363,2026-01-27 08:04:36,US,Mid,Commerce,illegal_regulated_goods,caption_text_removal,automated,1.61,True,True,False,3397,576,45,0.1698,0.0797,,262.9
EVT_00632,2026-01-27 08:07:53,US,Micro,Commerce,minor_safety,stream_pause,automated,3.55,True,True,False,690,188,14,0.2737,0.0786,,262.9
EVT_02481,2026-01-27 08:22:08,US,Micro,Gaming,violent_graphic,audio_mute,automated,2.69,True,True,False,1143,430,26,0.3764,0.0609,13.0,262.9
EVT_00678,2026-01-27 08:38:05,US,Micro,Fitness,minor_safety,audio_mute,automated,2.4,True,True,False,1174,455,51,0.3877,0.1139,,262.9
EVT_04006,2026-01-27 10:15:38,US,Micro,Commerce,illegal_regulated_goods,escalated_review_flag,automated,3.71,True,True,False,1104,179,17,0.163,0.0985,,262.9
EVT_01720,2026-01-27 11:34:16,US,Mid,Fitness,violent_graphic,audio_mute,automated,2.35,True,True,False,9418,3553,532,0.3773,0.1499,46.0,262.9
EVT_03040,2026-01-27 11:56:55,US,Nano,Music,illegal_regulated_goods,stream_pause,automated,3.87,True,True,False,248,25,3,0.1019,0.1266,,262.9
EVT_01004,2026-01-27 12:10:53,US,Micro,Education,illegal_regulated_goods,content_warning_overlay,automated,1.45,True,True,False,1443,120,17,0.0833,0.1484,,262.9
EVT_03230,2026-01-27 12:28:05,US,Nano,Fitness,violent_graphic,audio_mute,automated,2.64,True,True,False,237,82,8,0.3461,0.1055,,262.9
EVT_02189,2026-01-27 12:35:43,US,Nano,Education,illegal_regulated_goods,escalated_review_flag,user_report,3.41,True,True,False,225,37,5,0.166,0.1534,,262.9
EVT_03867,2026-01-27 13:13:52,US,Nano,Music,illegal_regulated_goods,content_warning_overlay,automated,1.24,True,True,False,229,51,8,0.2253,0.162,,262.9
EVT_01912,2026-01-27 14:13:38,US,Mid,Music,illegal_regulated_goods,audio_mute,human_review,1.91,True,True,False,4252,1847,359,0.4345,0.1945,18.0,262.9
EVT_00424,2026-01-27 14:24:49,US,Mid,Music,minor_safety,escalated_review_flag,automated,4.65,True,True,False,5105,634,61,0.1243,0.0966,,262.9
EVT_00341,2026-01-27 14:30:41,US,Nano,Fitness,violent_graphic,audio_mute,automated,1.59,True,True,False,218,75,9,0.3445,0.1312,,262.9
EVT_02482,2026-01-27 15:04:09,US,Macro,Talk,minor_safety,escalated_review_flag,automated,3.5,True,True,False,45044,7708,1298,0.1711,0.1684,,262.9
EVT_03202,2026-01-27 16:15:48,US,Nano,Commerce,minor_safety,caption_text_removal,automated,1.01,True,True,False,316,14,1,0.0452,0.0938,,262.9
EVT_01915,2026-01-27 18:13:50,US,Mid,Gaming,illegal_regulated_goods,stream_pause,automated,3.94,True,True,False,4832,1072,156,0.2219,0.1457,,262.9
EVT_01276,2026-01-27 18:57:12,US,Nano,Gaming,illegal_regulated_goods,audio_mute,user_report,1.97,True,True,False,282,110,11,0.3901,0.1054,75.0,262.9
EVT_03343,2026-01-27 19:39:14,US,Nano,Fitness,adult_nudity_sexual,content_warning_overlay,automated,1.6,True,True,False,374,55,3,0.1472,0.0705,,262.9
EVT_04126,2026-01-27 19:50:14,US,Micro,Talk,minor_safety,audio_mute,automated,2.76,True,True,False,1569,622,107,0.397,0.1726,,262.9
EVT_02780,2026-01-27 20:09:50,US,Mid,Education,illegal_regulated_goods,audio_mute,automated,2.27,True,True,False,4232,1258,95,0.2973,0.0758,80.0,262.9
EVT_00348,2026-01-27 21:22:53,US,Nano,Gaming,illegal_regulated_goods,stream_pause,user_report,3.4,True,True,False,205,23,1,0.1161,0.0553,,262.9
EVT_03468,2026-01-27 22:05:26,US,Nano,Education,illegal_regulated_goods,audio_mute,automated,2.26,True,True,False,300,103,17,0.3445,0.1691,171.0,262.9
EVT_00945,2026-01-27 22:19:50,US,Micro,Music,illegal_regulated_goods,escalated_review_flag,automated,4.21,True,True,False,1134,107,8,0.095,0.0765,,262.9
EVT_01111,2026-01-27 22:22:43,US,Nano,Talk,minor_safety,escalated_review_flag,automated,4.11,True,True,False,102,17,3,0.1695,0.2011,,262.9
EVT_00336,2026-01-28 00:18:46,US,Micro,Fitness,violent_graphic,content_warning_overlay,human_review,2.24,True,True,False,1525,247,32,0.1626,0.1327,,262.9
EVT_03311,2026-01-28 00:20:36,US,Micro,Talk,violent_graphic,stream_pause,automated,2.9,True,True,False,835,108,11,0.1303,0.1071,,262.9
EVT_02165,2026-01-28 00:45:28,US,Micro,Fitness,hate_speech,content_warning_overlay,automated,1.64,True,True,False,635,130,17,0.2062,0.134,,262.9
EVT_03394,2026-01-28 01:02:58,US,Nano,Fitness,illegal_regulated_goods,content_warning_overlay,automated,2.28,True,False,False,264,66,13,0.2523,0.2033,,262.9
EVT_01410,2026-01-28 01:05:13,US,Nano,Commerce,illegal_regulated_goods,stream_pause,automated,3.4,True,True,False,215,59,3,0.2789,0.0612,,262.9
EVT_02675,2026-01-28 01:16:17,US,Nano,Talk,minor_safety,content_warning_overlay,automated,1.87,True,True,False,242,20,1,0.0837,0.0806,,262.9
EVT_03134,2026-01-28 01:19:13,US,Micro,Gaming,minor_safety,content_warning_overlay,automated,2.15,True,True,False,1001,324,18,0.3242,0.0579,,262.9
EVT_01777,2026-01-28 01:53:21,US,Mid,Fitness,adult_nudity_sexual,audio_mute,automated,2.62,True,True,False,3882,1651,96,0.4255,0.0586,82.0,262.9
EVT_00133,2026-01-28 03:50:30,US,Micro,Commerce,spam_fake_engagement,caption_text_removal,automated,1.28,True,True,False,1038,125,14,0.1214,0.1151,,262.9
EVT_01686,2026-01-28 05:01:12,US,Macro,Fitness,spam_fake_engagement,audio_mute,automated,2.57,True,True,False,49146,15949,928,0.3245,0.0582,75.0,262.9
EVT_02235,2026-01-28 05:13:05,US,Nano,Music,minor_safety,caption_text_removal,automated,1.36,True,True,False,194,27,3,0.1411,0.1155,,262.9
EVT_03990,2026-01-28 05:35:16,US,Micro,Gaming,hate_speech,audio_mute,automated,2.51,True,True,False,1524,570,58,0.3746,0.1022,196.0,262.9
EVT_00515,2026-01-28 05:52:57,US,Micro,Talk,adult_nudity_sexual,caption_text_removal,automated,1.65,True,True,False,997,121,16,0.1215,0.1343,,262.9
EVT_01353,2026-01-28 06:04:43,US,Micro,Education,misinformation,audio_mute,automated,2.54,False,True,False,737,346,43,0.4695,0.1266,,262.9
EVT_03403,2026-01-28 06:16:08,US,Mid,Gaming,illegal_regulated_goods,caption_text_removal,automated,1.16,True,True,False,2735,326,28,0.1193,0.0867,,262.9
EVT_01680,2026-01-28 07:19:26,US,Nano,Gaming,adult_nudity_sexual,stream_pause,automated,2.84,True,True,False,421,87,4,0.2076,0.0478,,262.9
EVT_02381,2026-01-28 08:23:31,US,Macro,Education,spam_fake_engagement,escalated_review_flag,automated,4.48,True,True,False,30963,4705,521,0.152,0.1108,,262.9
EVT_03779,2026-01-28 08:54:40,US,Macro,Education,violent_graphic,escalated_review_flag,automated,3.73,True,True,False,24790,4079,501,0.1645,0.123,,262.9
EVT_01093,2026-01-28 09:57:21,US,Nano,Commerce,illegal_regulated_goods,content_warning_overlay,automated,1.53,True,True,False,130,22,1,0.1721,0.0891,,262.9
EVT_01727,2026-01-28 11:13:32,US,Nano,Fitness,illegal_regulated_goods,stream_pause,automated,3.36,True,True,False,129,41,4,0.3189,0.1125,,262.9
EVT_01405,2026-01-28 11:38:48,US,Nano,Gaming,adult_nudity_sexual,caption_text_removal,automated,1.32,True,True,False,169,21,2,0.1267,0.1271,,262.9
EVT_00941,2026-01-28 12:33:41,US,Nano,Fitness,minor_safety,audio_mute,automated,2.1,True,True,False,177,65,8,0.3703,0.1251,219.0,262.9
EVT_03310,2026-01-28 13:58:11,US,Macro,Commerce,adult_nudity_sexual,audio_mute,automated,2.38,True,True,False,31666,12825,1679,0.405,0.131,30.0,262.9
EVT_03547,2026-01-28 14:05:40,US,Micro,Fitness,hate_speech,audio_mute,automated,2.43,True,True,False,1529,384,13,0.2514,0.0346,,262.9
EVT_01804,2026-01-28 14:12:22,US,Micro,Music,violent_graphic,audio_mute,automated,2.08,True,False,False,3348,408,60,0.1219,0.1492,,262.9
EVT_03793,2026-01-28 14:23:39,US,Nano,Commerce,spam_fake_engagement,caption_text_removal,automated,1.72,True,True,False,240,27,2,0.1147,0.091,,262.9
EVT_00884,2026-01-28 14:25:23,US,Micro,Education,spam_fake_engagement,audio_mute,automated,1.58,True,True,False,894,220,25,0.2463,0.1151,100.0,262.9
EVT_02119,2026-01-28 16:11:59,US,Nano,Talk,illegal_regulated_goods,stream_pause,automated,3.8,True,True,False,104,18,1,0.1774,0.0954,,262.9
EVT_01148,2026-01-28 16:50:12,US,Micro,Talk,minor_safety,escalated_review_flag,automated,3.54,True,True,False,952,142,18,0.1493,0.1268,,262.9
EVT_03344,2026-01-28 17:53:54,US,Mid,Commerce,minor_safety,audio_mute,automated,2.05,True,True,False,8684,3180,344,0.3662,0.1085,102.0,262.9
EVT_00547,2026-01-28 18:26:36,US,Macro,Music,illegal_regulated_goods,stream_pause,automated,4.17,True,True,False,39057,10432,1394,0.2671,0.1337,,262.9
EVT_02400,2026-01-28 18:32:10,US,Macro,Music,violent_graphic,escalated_review_flag,automated,3.35,True,True,False,36657,3502,334,0.0956,0.0956,,262.9
EVT_03083,2026-01-28 18:35:03,US,Micro,Commerce,adult_nudity_sexual,content_warning_overlay,automated,2.32,True,True,False,1985,556,77,0.2806,0.139,,262.9
EVT_01496,2026-01-28 19:05:19,US,Mid,Talk,adult_nudity_sexual,content_warning_overlay,automated,1.5,True,True,False,5072,1115,130,0.22,0.1174,,262.9
EVT_03913,2026-01-28 19:21:12,US,Micro,Fitness,minor_safety,escalated_review_flag,automated,3.58,True,True,False,689,134,14,0.1947,0.1052,,262.9
EVT_00148,2026-01-28 22:13:30,US,Nano,Talk,misinformation,escalated_review_flag,automated,4.04,True,True,False,197,41,5,0.2121,0.1448,,262.9
EVT_03995,2026-01-28 22:17:03,US,Macro,Fitness,minor_safety,escalated_review_flag,human_review,3.82,True,True,False,55058,8345,980,0.1516,0.1175,,262.9
EVT_00099,2026-01-28 23:35:46,US,Micro,Fitness,violent_graphic,content_warning_overlay,human_review,1.76,True,True,False,558,135,5,0.242,0.0376,,262.9
EVT_01383,2026-01-29 00:12:15,US,Mid,Talk,minor_safety,audio_mute,automated,2.28,True,True,False,7202,3077,156,0.4274,0.0509,,262.9
EVT_00721,2026-01-29 00:56:04,US,Micro,Education,violent_graphic,audio_mute,automated,2.03,True,True,False,985,293,9,0.2979,0.0314,26.0,262.9
EVT_01913,2026-01-29 01:35:19,US,Micro,Talk,illegal_regulated_goods,audio_mute,automated,1.75,True,True,False,1753,536,72,0.3063,0.1349,130.0,262.9
EVT_02166,2026-01-29 01:46:24,US,Mid,Fitness,minor_safety,audio_mute,automated,1.77,True,True,False,11098,4921,526,0.4435,0.107,30.0,262.9
EVT_02993,2026-01-29 02:54:03,US,Micro,Fitness,violent_graphic,audio_mute,automated,2.66,True,True,False,1047,291,30,0.2782,0.1054,11.0,262.9
EVT_04033,2026-01-29 03:22:15,US,Nano,Music,illegal_regulated_goods,escalated_review_flag,automated,4.46,True,True,False,171,29,2,0.17,0.087,,262.9
EVT_01229,2026-01-29 03:31:34,US,Mid,Education,minor_safety,escalated_review_flag,automated,3.74,True,True,False,5205,347,42,0.0667,0.122,,262.9
EVT_03488,2026-01-29 03:35:09,US,Mid,Gaming,adult_nudity_sexual,audio_mute,user_report,1.85,True,True,False,8481,3814,313,0.4498,0.0821,158.0,262.9
EVT_02380,2026-01-29 03:42:15,US,Nano,Fitness,illegal_regulated_goods,stream_pause,automated,3.28,True,True,False,178,50,5,0.281,0.1077,,262.9
EVT_03843,2026-01-29 03:44:49,US,Nano,Gaming,violent_graphic,escalated_review_flag,automated,4.63,False,True,False,194,36,5,0.1899,0.141,,262.9
EVT_01311,2026-01-29 03:49:59,US,Nano,Commerce,minor_safety,stream_pause,automated,3.39,True,True,False,167,45,7,0.2724,0.172,,262.9
EVT_01131,2026-01-29 03:53:59,US,Nano,Gaming,violent_graphic,content_warning_overlay,human_review,2.02,True,True,False,156,39,5,0.2553,0.1478,,262.9
EVT_02530,2026-01-29 04:09:43,US,Nano,Fitness,adult_nudity_sexual,audio_mute,automated,1.67,True,True,False,342,98,4,0.2878,0.0412,4.0,262.9
EVT_03163,2026-01-29 04:15:07,US,Micro,Commerce,spam_fake_engagement,audio_mute,automated,2.02,True,True,False,898,303,25,0.3376,0.0839,,262.9
EVT_04115,2026-01-29 04:52:09,US,Mid,Commerce,hate_speech,escalated_review_flag,automated,3.67,True,True,False,4154,539,66,0.1298,0.1235,,262.9
EVT_01964,2026-01-29 05:10:29,US,Mid,Talk,violent_graphic,escalated_review_flag,automated,3.56,True,True,False,1420,266,26,0.1876,0.1014,,262.9
EVT_00893,2026-01-29 05:23:13,US,Macro,Commerce,violent_graphic,audio_mute,automated,2.21,True,True,False,41821,16947,1831,0.4052,0.1081,51.0,262.9
EVT_01296,2026-01-29 05:37:04,US,Nano,Gaming,minor_safety,caption_text_removal,automated,1.4,True,True,False,252,33,3,0.1313,0.1092,,262.9
EVT_03063,2026-01-29 06:21:03,US,Nano,Gaming,hate_speech,audio_mute,automated,2.66,True,True,False,218,81,5,0.3761,0.0628,,262.9
EVT_01543,2026-01-29 07:03:22,US,Micro,Education,minor_safety,audio_mute,automated,2.17,True,True,False,1723,694,84,0.4033,0.1222,166.0,262.9
EVT_01635,2026-01-29 07:04:59,US,Nano,Gaming,spam_fake_engagement,escalated_review_flag,automated,3.37,True,True,False,210,45,7,0.2171,0.161,,262.9
EVT_01659,2026-01-29 07:57:22,US,Macro,Music,minor_safety,content_warning_overlay,automated,1.39,True,True,False,45681,9677,807,0.2118,0.0835,,262.9
EVT_02353,2026-01-29 08:29:43,US,Macro,Music,spam_fake_engagement,escalated_review_flag,automated,4.19,True,True,False,36967,2230,261,0.0603,0.1172,,262.9
EVT_00085,2026-01-29 08:43:39,US,Nano,Music,violent_graphic,content_warning_overlay,automated,2.1,True,True,False,223,48,6,0.2174,0.1351,,262.9
EVT_01818,2026-01-29 11:05:44,US,Nano,Education,minor_safety,caption_text_removal,automated,1.56,True,True,False,211,25,3,0.1214,0.1323,,262.9
EVT_01363,2026-01-29 13:12:59,US,Nano,Education,illegal_regulated_goods,caption_text_removal,automated,1.0,True,True,False,243,42,4,0.1742,0.1184,,262.9
EVT_02668,2026-01-29 14:17:59,US,Micro,Fitness,minor_safety,content_warning_overlay,automated,1.73,True,True,False,807,272,16,0.3379,0.0593,,262.9
EVT_00401,2026-01-29 15:11:12,US,Mid,Education,violent_graphic,stream_pause,automated,2.99,True,True,False,5764,1577,250,0.2736,0.1591,,262.9
EVT_01386,2026-01-29 15:15:49,US,Mid,Talk,misinformation,audio_mute,automated,2.31,True,True,False,5096,1974,288,0.3874,0.1464,,262.9
EVT_03691,2026-01-29 15:26:18,US,Mid,Music,misinformation,audio_mute,automated,2.11,True,True,False,9040,2728,232,0.3018,0.0853,,262.9
EVT_00434,2026-01-29 16:48:31,US,Mid,Education,illegal_regulated_goods,content_warning_overlay,automated,2.05,True,True,False,5091,762,66,0.1497,0.0874,,262.9
EVT_03076,2026-01-29 17:03:01,US,Nano,Fitness,hate_speech,caption_text_removal,automated,1.26,True,True,False,238,41,4,0.1755,0.1184,,262.9
EVT_03681,2026-01-29 17:04:23,US,Micro,Music,illegal_regulated_goods,stream_pause,automated,3.23,True,True,False,2140,223,17,0.1044,0.0795,,262.9
EVT_03360,2026-01-29 17:05:03,US,Mid,Gaming,adult_nudity_sexual,audio_mute,automated,2.13,True,True,False,9616,3528,269,0.367,0.0765,,262.9
EVT_03585,2026-01-29 17:14:04,US,Nano,Talk,minor_safety,escalated_review_flag,automated,4.36,True,False,False,347,96,6,0.279,0.0698,,262.9
EVT_03608,2026-01-29 17:31:31,US,Micro,Fitness,hate_speech,audio_mute,automated,1.52,True,True,False,1294,425,59,0.3287,0.1389,13.0,262.9
EVT_02892,2026-01-29 17:58:38,US,Nano,Music,minor_safety,audio_mute,automated,1.69,True,True,False,257,102,12,0.397,0.124,,262.9
EVT_00084,2026-01-29 18:18:15,US,Micro,Commerce,hate_speech,stream_pause,automated,3.21,True,True,False,743,272,43,0.3665,0.1582,,262.9
EVT_00498,2026-01-29 18:44:28,US,Micro,Talk,adult_nudity_sexual,audio_mute,automated,1.76,True,True,False,1150,571,52,0.4967,0.0914,77.0,262.9
EVT_02234,2026-01-29 19:35:20,US,Macro,Gaming,illegal_regulated_goods,content_warning_overlay,automated,1.67,True,True,False,64109,14599,1682,0.2277,0.1152,,262.9
EVT_01299,2026-01-29 20:50:19,US,Micro,Commerce,minor_safety,caption_text_removal,automated,1.71,True,True,False,2409,475,53,0.1972,0.1134,,262.9
EVT_01542,2026-01-30 00:23:02,US,Mid,Gaming,hate_speech,content_warning_overlay,automated,1.88,True,True,False,4251,717,92,0.1687,0.1292,,262.9
EVT_03527,2026-01-30 00:46:57,US,Nano,Fitness,spam_fake_engagement,content_warning_overlay,user_report,1.92,True,True,False,246,61,5,0.2492,0.0977,,262.9
EVT_00933,2026-01-30 01:11:25,US,Macro,Education,spam_fake_engagement,caption_text_removal,automated,1.55,True,True,False,47983,5775,153,0.1204,0.0265,,262.9
EVT_04039,2026-01-30 01:34:10,US,Nano,Fitness,minor_safety,audio_mute,automated,2.25,True,True,False,212,86,12,0.4061,0.1397,41.0,262.9
EVT_03831,2026-01-30 01:34:52,US,Mid,Fitness,minor_safety,stream_pause,automated,2.97,True,True,False,10138,2715,313,0.2679,0.1154,,262.9
EVT_00583,2026-01-30 02:08:35,US,Mid,Talk,adult_nudity_sexual,content_warning_overlay,automated,1.99,True,True,False,4904,359,44,0.0733,0.1228,,262.9
EVT_02712,2026-01-30 02:45:39,US,Nano,Music,hate_speech,content_warning_overlay,user_report,1.6,True,True,False,222,25,2,0.1131,0.0916,,262.9
EVT_03406,2026-01-30 03:04:43,US,Macro,Commerce,misinformation,escalated_review_flag,automated,3.47,True,True,False,43315,6150,632,0.142,0.1028,,262.9
EVT_00436,2026-01-30 03:30:16,US,Mid,Music,violent_graphic,caption_text_removal,automated,1.28,True,True,False,9794,1920,203,0.1961,0.1059,,262.9
EVT_00615,2026-01-30 03:49:43,US,Nano,Gaming,adult_nudity_sexual,escalated_review_flag,automated,4.75,False,True,False,180,19,2,0.1067,0.1171,,262.9
