event_id,intervention_type,policy_category,creator_tier,minutes_from_event,ccv
EVT_02279,audio_mute,minor_safety,Nano,13,190
EVT_02279,audio_mute,minor_safety,Nano,14,202
EVT_02279,audio_mute,minor_safety,Nano,15,198
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,-5,971
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,-4,984
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,-3,969
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,-2,991
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,-1,969
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,0,970
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,1,956
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,2,916
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,3,858
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,4,844
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,5,769
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,6,769
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,7,788
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,8,774
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,9,778
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,10,729
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,11,779
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,12,744
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,13,757
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,14,756
EVT_04098,escalated_review_flag,adult_nudity_sexual,Micro,15,763
EVT_00986,content_warning_overlay,minor_safety,Micro,-5,1091
EVT_00986,content_warning_overlay,minor_safety,Micro,-4,1093
EVT_00986,content_warning_overlay,minor_safety,Micro,-3,1131
EVT_00986,content_warning_overlay,minor_safety,Micro,-2,1116
EVT_00986,content_warning_overlay,minor_safety,Micro,-1,1046
EVT_00986,content_warning_overlay,minor_safety,Micro,0,1110
EVT_00986,content_warning_overlay,minor_safety,Micro,1,1084
EVT_00986,content_warning_overlay,minor_safety,Micro,2,1038
EVT_00986,content_warning_overlay,minor_safety,Micro,3,1012
EVT_00986,content_warning_overlay,minor_safety,Micro,4,985
EVT_00986,content_warning_overlay,minor_safety,Micro,5,964
EVT_00986,content_warning_overlay,minor_safety,Micro,6,914
EVT_00986,content_warning_overlay,minor_safety,Micro,7,944
EVT_00986,content_warning_overlay,minor_safety,Micro,8,983
EVT_00986,content_warning_overlay,minor_safety,Micro,9,983
EVT_00986,content_warning_overlay,minor_safety,Micro,10,971
EVT_00986,content_warning_overlay,minor_safety,Micro,11,965
EVT_00986,content_warning_overlay,minor_safety,Micro,12,992
EVT_00986,content_warning_overlay,minor_safety,Micro,13,999
EVT_00986,content_warning_overlay,minor_safety,Micro,14,956
EVT_00986,content_warning_overlay,minor_safety,Micro,15,939
EVT_01877,caption_text_removal,hate_speech,Mid,-5,4960
EVT_01877,caption_text_removal,hate_speech,Mid,-4,5464
EVT_01877,caption_text_removal,hate_speech,Mid,-3,4765
EVT_01877,caption_text_removal,hate_speech,Mid,-2,4930
EVT_01877,caption_text_removal,hate_speech,Mid,-1,4789
EVT_01877,caption_text_removal,hate_speech,Mid,0,5012
EVT_01877,caption_text_removal,hate_speech,Mid,1,4729
EVT_01877,caption_text_removal,hate_speech,Mid,2,4687
EVT_01877,caption_text_removal,hate_speech,Mid,3,4350
EVT_01877,caption_text_removal,hate_speech,Mid,4,4454
EVT_01877,caption_text_removal,hate_speech,Mid,5,4363
EVT_01877,caption_text_removal,hate_speech,Mid,6,4210
EVT_01877,caption_text_removal,hate_speech,Mid,7,4243
EVT_01877,caption_text_removal,hate_speech,Mid,8,4248
EVT_01877,caption_text_removal,hate_speech,Mid,9,4290
EVT_01877,caption_text_removal,hate_speech,Mid,10,4277
EVT_01877,caption_text_removal,hate_speech,Mid,11,4364
EVT_01877,caption_text_removal,hate_speech,Mid,12,4419
EVT_01877,caption_text_removal,hate_speech,Mid,13,4223
EVT_01877,caption_text_removal,hate_speech,Mid,14,4282
EVT_01877,caption_text_removal,hate_speech,Mid,15,4410
EVT_00591,audio_mute,spam_fake_engagement,Micro,-5,1694
EVT_00591,audio_mute,spam_fake_engagement,Micro,-4,1665
EVT_00591,audio_mute,spam_fake_engagement,Micro,-3,1781
EVT_00591,audio_mute,spam_fake_engagement,Micro,-2,1795
EVT_00591,audio_mute,spam_fake_engagement,Micro,-1,1731
EVT_00591,audio_mute,spam_fake_engagement,Micro,0,1749
EVT_00591,audio_mute,spam_fake_engagement,Micro,1,1668
EVT_00591,audio_mute,spam_fake_engagement,Micro,2,1589
EVT_00591,audio_mute,spam_fake_engagement,Micro,3,1568
EVT_00591,audio_mute,spam_fake_engagement,Micro,4,1427
EVT_00591,audio_mute,spam_fake_engagement,Micro,5,1384
EVT_00591,audio_mute,spam_fake_engagement,Micro,6,1365
EVT_00591,audio_mute,spam_fake_engagement,Micro,7,1351
EVT_00591,audio_mute,spam_fake_engagement,Micro,8,1438
EVT_00591,audio_mute,spam_fake_engagement,Micro,9,1395
EVT_00591,audio_mute,spam_fake_engagement,Micro,10,1424
EVT_00591,audio_mute,spam_fake_engagement,Micro,11,1371
EVT_00591,audio_mute,spam_fake_engagement,Micro,12,1403
EVT_00591,audio_mute,spam_fake_engagement,Micro,13,1460
EVT_00591,audio_mute,spam_fake_engagement,Micro,14,1531
EVT_00591,audio_mute,spam_fake_engagement,Micro,15,1376
EVT_02019,audio_mute,adult_nudity_sexual,Macro,-5,24667
EVT_02019,audio_mute,adult_nudity_sexual,Macro,-4,25122
EVT_02019,audio_mute,adult_nudity_sexual,Macro,-3,24358
EVT_02019,audio_mute,adult_nudity_sexual,Macro,-2,25448
EVT_02019,audio_mute,adult_nudity_sexual,Macro,-1,24171
EVT_02019,audio_mute,adult_nudity_sexual,Macro,0,24892
EVT_02019,audio_mute,adult_nudity_sexual,Macro,1,23402
EVT_02019,audio_mute,adult_nudity_sexual,Macro,2,23111
EVT_02019,audio_mute,adult_nudity_sexual,Macro,3,21015
EVT_02019,audio_mute,adult_nudity_sexual,Macro,4,20021
EVT_02019,audio_mute,adult_nudity_sexual,Macro,5,19508
EVT_02019,audio_mute,adult_nudity_sexual,Macro,6,18580
EVT_02019,audio_mute,adult_nudity_sexual,Macro,7,19176
EVT_02019,audio_mute,adult_nudity_sexual,Macro,8,18291
EVT_02019,audio_mute,adult_nudity_sexual,Macro,9,18708
EVT_02019,audio_mute,adult_nudity_sexual,Macro,10,19488
EVT_02019,audio_mute,adult_nudity_sexual,Macro,11,18861
EVT_02019,audio_mute,adult_nudity_sexual,Macro,12,19134
EVT_02019,audio_mute,adult_nudity_sexual,Macro,13,19700
EVT_02019,audio_mute,adult_nudity_sexual,Macro,14,19222
EVT_02019,audio_mute,adult_nudity_sexual,Macro,15,19969
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,-5,396
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,-4,399
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,-3,408
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,-2,397
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,-1,412
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,0,401
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,1,374
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,2,372
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,3,348
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,4,327
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,5,316
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,6,321
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,7,317
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,8,328
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,9,323
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,10,319
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,11,308
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,12,316
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,13,317
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,14,323
EVT_00028,content_warning_overlay,spam_fake_engagement,Nano,15,323
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,-5,41716
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,-4,41654
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,-3,42402
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,-2,40436
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,-1,43616
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,0,39806
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,1,41498
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,2,39038
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,3,38692
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,4,36946
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,5,35716
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,6,35942
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,7,36207
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,8,35318
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,9,36502
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,10,34798
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,11,35748
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,12,36499
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,13,36685
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,14,36296
EVT_01967,content_warning_overlay,spam_fake_engagement,Macro,15,35642
EVT_03805,escalated_review_flag,hate_speech,Micro,-5,1078
EVT_03805,escalated_review_flag,hate_speech,Micro,-4,1029
EVT_03805,escalated_review_flag,hate_speech,Micro,-3,1105
EVT_03805,escalated_review_flag,hate_speech,Micro,-2,1048
EVT_03805,escalated_review_flag,hate_speech,Micro,-1,1002
EVT_03805,escalated_review_flag,hate_speech,Micro,0,1025
EVT_03805,escalated_review_flag,hate_speech,Micro,1,1009
EVT_03805,escalated_review_flag,hate_speech,Micro,2,969
EVT_03805,escalated_review_flag,hate_speech,Micro,3,966
EVT_03805,escalated_review_flag,hate_speech,Micro,4,862
EVT_03805,escalated_review_flag,hate_speech,Micro,5,841
EVT_03805,escalated_review_flag,hate_speech,Micro,6,820
EVT_03805,escalated_review_flag,hate_speech,Micro,7,834
EVT_03805,escalated_review_flag,hate_speech,Micro,8,881
EVT_03805,escalated_review_flag,hate_speech,Micro,9,826
EVT_03805,escalated_review_flag,hate_speech,Micro,10,863
EVT_03805,escalated_review_flag,hate_speech,Micro,11,861
EVT_03805,escalated_review_flag,hate_speech,Micro,12,856
EVT_03805,escalated_review_flag,hate_speech,Micro,13,868
EVT_03805,escalated_review_flag,hate_speech,Micro,14,836
EVT_03805,escalated_review_flag,hate_speech,Micro,15,896
EVT_02950,caption_text_removal,hate_speech,Mid,-5,6673
EVT_02950,caption_text_removal,hate_speech,Mid,-4,6317
EVT_02950,caption_text_removal,hate_speech,Mid,-3,6767
EVT_02950,caption_text_removal,hate_speech,Mid,-2,6234
EVT_02950,caption_text_removal,hate_speech,Mid,-1,6384
EVT_02950,caption_text_removal,hate_speech,Mid,0,6489
EVT_02950,caption_text_removal,hate_speech,Mid,1,6228
EVT_02950,caption_text_removal,hate_speech,Mid,2,6087
EVT_02950,caption_text_removal,hate_speech,Mid,3,6033
EVT_02950,caption_text_removal,hate_speech,Mid,4,6472
EVT_02950,caption_text_removal,hate_speech,Mid,5,6122
EVT_02950,caption_text_removal,hate_speech,Mid,6,6164
EVT_02950,caption_text_removal,hate_speech,Mid,7,6048
EVT_02950,caption_text_removal,hate_speech,Mid,8,6308
EVT_02950,caption_text_removal,hate_speech,Mid,9,6092
EVT_02950,caption_text_removal,hate_speech,Mid,10,6129
EVT_02950,caption_text_removal,hate_speech,Mid,11,6228
EVT_02950,caption_text_removal,hate_speech,Mid,12,6058
EVT_02950,caption_text_removal,hate_speech,Mid,13,6171
EVT_02950,caption_text_removal,hate_speech,Mid,14,6369
EVT_02950,caption_text_removal,hate_speech,Mid,15,6248
EVT_00302,stream_pause,minor_safety,Mid,-5,15983
EVT_00302,stream_pause,minor_safety,Mid,-4,16023
EVT_00302,stream_pause,minor_safety,Mid,-3,15736
EVT_00302,stream_pause,minor_safety,Mid,-2,16874
EVT_00302,stream_pause,minor_safety,Mid,-1,15534
EVT_00302,stream_pause,minor_safety,Mid,0,15988
EVT_00302,stream_pause,minor_safety,Mid,1,15599
EVT_00302,stream_pause,minor_safety,Mid,2,15525
EVT_00302,stream_pause,minor_safety,Mid,3,15196
EVT_00302,stream_pause,minor_safety,Mid,4,14476
EVT_00302,stream_pause,minor_safety,Mid,5,14219
EVT_00302,stream_pause,minor_safety,Mid,6,14257
EVT_00302,stream_pause,minor_safety,Mid,7,13457
EVT_00302,stream_pause,minor_safety,Mid,8,13702
EVT_00302,stream_pause,minor_safety,Mid,9,14042
EVT_00302,stream_pause,minor_safety,Mid,10,14083
EVT_00302,stream_pause,minor_safety,Mid,11,13907
EVT_00302,stream_pause,minor_safety,Mid,12,14553
EVT_00302,stream_pause,minor_safety,Mid,13,14342
EVT_00302,stream_pause,minor_safety,Mid,14,14301
EVT_00302,stream_pause,minor_safety,Mid,15,13997
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,-5,183
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,-4,169
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,-3,183
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,-2,183
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,-1,184
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,0,178
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,1,176
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,2,166
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,3,160
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,4,157
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,5,155
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,6,147
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,7,145
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,8,148
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,9,151
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,10,150
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,11,159
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,12,147
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,13,149
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,14,155
EVT_02180,content_warning_overlay,spam_fake_engagement,Nano,15,155
EVT_03856,stream_pause,spam_fake_engagement,Mid,-5,3424
EVT_03856,stream_pause,spam_fake_engagement,Mid,-4,3636
EVT_03856,stream_pause,spam_fake_engagement,Mid,-3,3797
EVT_03856,stream_pause,spam_fake_engagement,Mid,-2,3951
EVT_03856,stream_pause,spam_fake_engagement,Mid,-1,3712
EVT_03856,stream_pause,spam_fake_engagement,Mid,0,3610
EVT_03856,stream_pause,spam_fake_engagement,Mid,1,3435
EVT_03856,stream_pause,spam_fake_engagement,Mid,2,3541
EVT_03856,stream_pause,spam_fake_engagement,Mid,3,3304
EVT_03856,stream_pause,spam_fake_engagement,Mid,4,3063
EVT_03856,stream_pause,spam_fake_engagement,Mid,5,2982
EVT_03856,stream_pause,spam_fake_engagement,Mid,6,3025
EVT_03856,stream_pause,spam_fake_engagement,Mid,7,3051
EVT_03856,stream_pause,spam_fake_engagement,Mid,8,2956
EVT_03856,stream_pause,spam_fake_engagement,Mid,9,2986
EVT_03856,stream_pause,spam_fake_engagement,Mid,10,2918
EVT_03856,stream_pause,spam_fake_engagement,Mid,11,3122
EVT_03856,stream_pause,spam_fake_engagement,Mid,12,3032
EVT_03856,stream_pause,spam_fake_engagement,Mid,13,3098
EVT_03856,stream_pause,spam_fake_engagement,Mid,14,3176
EVT_03856,stream_pause,spam_fake_engagement,Mid,15,3097
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,-5,71712
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,-4,72373
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,-3,72091
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,-2,74645
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,-1,72625
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,0,71172
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,1,70993
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,2,68787
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,3,62622
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,4,64283
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,5,60132
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,6,60182
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,7,61392
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,8,59297
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,9,61654
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,10,59907
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,11,58496
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,12,59351
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,13,61771
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,14,59763
EVT_00372,content_warning_overlay,spam_fake_engagement,Macro,15,63609
EVT_02670,caption_text_removal,misinformation,Nano,-5,369
EVT_02670,caption_text_removal,misinformation,Nano,-4,371
EVT_02670,caption_text_removal,misinformation,Nano,-3,358
EVT_02670,caption_text_removal,misinformation,Nano,-2,359
EVT_02670,caption_text_removal,misinformation,Nano,-1,345
EVT_02670,caption_text_removal,misinformation,Nano,0,364
EVT_02670,caption_text_removal,misinformation,Nano,1,351
EVT_02670,caption_text_removal,misinformation,Nano,2,345
EVT_02670,caption_text_removal,misinformation,Nano,3,345
EVT_02670,caption_text_removal,misinformation,Nano,4,321
EVT_02670,caption_text_removal,misinformation,Nano,5,316
EVT_02670,caption_text_removal,misinformation,Nano,6,317
EVT_02670,caption_text_removal,misinformation,Nano,7,309
EVT_02670,caption_text_removal,misinformation,Nano,8,314
EVT_02670,caption_text_removal,misinformation,Nano,9,319
EVT_02670,caption_text_removal,misinformation,Nano,10,314
EVT_02670,caption_text_removal,misinformation,Nano,11,325
EVT_02670,caption_text_removal,misinformation,Nano,12,307
EVT_02670,caption_text_removal,misinformation,Nano,13,325
EVT_02670,caption_text_removal,misinformation,Nano,14,321
EVT_02670,caption_text_removal,misinformation,Nano,15,314
EVT_03157,escalated_review_flag,minor_safety,Nano,-5,249
EVT_03157,escalated_review_flag,minor_safety,Nano,-4,241
EVT_03157,escalated_review_flag,minor_safety,Nano,-3,250
EVT_03157,escalated_review_flag,minor_safety,Nano,-2,264
EVT_03157,escalated_review_flag,minor_safety,Nano,-1,256
EVT_03157,escalated_review_flag,minor_safety,Nano,0,261
EVT_03157,escalated_review_flag,minor_safety,Nano,1,247
EVT_03157,escalated_review_flag,minor_safety,Nano,2,246
EVT_03157,escalated_review_flag,minor_safety,Nano,3,233
EVT_03157,escalated_review_flag,minor_safety,Nano,4,225
EVT_03157,escalated_review_flag,minor_safety,Nano,5,223
EVT_03157,escalated_review_flag,minor_safety,Nano,6,219
EVT_03157,escalated_review_flag,minor_safety,Nano,7,215
EVT_03157,escalated_review_flag,minor_safety,Nano,8,222
EVT_03157,escalated_review_flag,minor_safety,Nano,9,223
EVT_03157,escalated_review_flag,minor_safety,Nano,10,229
EVT_03157,escalated_review_flag,minor_safety,Nano,11,227
EVT_03157,escalated_review_flag,minor_safety,Nano,12,230
EVT_03157,escalated_review_flag,minor_safety,Nano,13,227
EVT_03157,escalated_review_flag,minor_safety,Nano,14,225
EVT_03157,escalated_review_flag,minor_safety,Nano,15,219
EVT_02245,content_warning_overlay,minor_safety,Nano,-5,194
EVT_02245,content_warning_overlay,minor_safety,Nano,-4,197
EVT_02245,content_warning_overlay,minor_safety,Nano,-3,202
EVT_02245,content_warning_overlay,minor_safety,Nano,-2,197
EVT_02245,content_warning_overlay,minor_safety,Nano,-1,201
EVT_02245,content_warning_overlay,minor_safety,Nano,0,190
EVT_02245,content_warning_overlay,minor_safety,Nano,1,186
EVT_02245,content_warning_overlay,minor_safety,Nano,2,180
EVT_02245,content_warning_overlay,minor_safety,Nano,3,175
EVT_02245,content_warning_overlay,minor_safety,Nano,4,164
EVT_02245,content_warning_overlay,minor_safety,Nano,5,156
EVT_02245,content_warning_overlay,minor_safety,Nano,6,157
EVT_02245,content_warning_overlay,minor_safety,Nano,7,152
EVT_02245,content_warning_overlay,minor_safety,Nano,8,162
EVT_02245,content_warning_overlay,minor_safety,Nano,9,154
EVT_02245,content_warning_overlay,minor_safety,Nano,10,150
EVT_02245,content_warning_overlay,minor_safety,Nano,11,158
EVT_02245,content_warning_overlay,minor_safety,Nano,12,164
EVT_02245,content_warning_overlay,minor_safety,Nano,13,161
EVT_02245,content_warning_overlay,minor_safety,Nano,14,161
EVT_02245,content_warning_overlay,minor_safety,Nano,15,160
EVT_04052,audio_mute,spam_fake_engagement,Mid,-5,4114
EVT_04052,audio_mute,spam_fake_engagement,Mid,-4,3941
EVT_04052,audio_mute,spam_fake_engagement,Mid,-3,3852
EVT_04052,audio_mute,spam_fake_engagement,Mid,-2,4156
EVT_04052,audio_mute,spam_fake_engagement,Mid,-1,4294
EVT_04052,audio_mute,spam_fake_engagement,Mid,0,4160
EVT_04052,audio_mute,spam_fake_engagement,Mid,1,3868
EVT_04052,audio_mute,spam_fake_engagement,Mid,2,3631
EVT_04052,audio_mute,spam_fake_engagement,Mid,3,3213
EVT_04052,audio_mute,spam_fake_engagement,Mid,4,2860
EVT_04052,audio_mute,spam_fake_engagement,Mid,5,2487
EVT_04052,audio_mute,spam_fake_engagement,Mid,6,2741
EVT_04052,audio_mute,spam_fake_engagement,Mid,7,2638
EVT_04052,audio_mute,spam_fake_engagement,Mid,8,2539
EVT_04052,audio_mute,spam_fake_engagement,Mid,9,2541
EVT_04052,audio_mute,spam_fake_engagement,Mid,10,2761
EVT_04052,audio_mute,spam_fake_engagement,Mid,11,2594
EVT_04052,audio_mute,spam_fake_engagement,Mid,12,2853
EVT_04052,audio_mute,spam_fake_engagement,Mid,13,2494
EVT_04052,audio_mute,spam_fake_engagement,Mid,14,2859
EVT_04052,audio_mute,spam_fake_engagement,Mid,15,2803
EVT_03912,audio_mute,minor_safety,Mid,-5,4810
EVT_03912,audio_mute,minor_safety,Mid,-4,4768
EVT_03912,audio_mute,minor_safety,Mid,-3,5064
EVT_03912,audio_mute,minor_safety,Mid,-2,4894
EVT_03912,audio_mute,minor_safety,Mid,-1,4664
EVT_03912,audio_mute,minor_safety,Mid,0,4629
EVT_03912,audio_mute,minor_safety,Mid,1,4405
EVT_03912,audio_mute,minor_safety,Mid,2,3985
EVT_03912,audio_mute,minor_safety,Mid,3,3436
EVT_03912,audio_mute,minor_safety,Mid,4,3172
EVT_03912,audio_mute,minor_safety,Mid,5,2717
EVT_03912,audio_mute,minor_safety,Mid,6,2789
EVT_03912,audio_mute,minor_safety,Mid,7,2876
EVT_03912,audio_mute,minor_safety,Mid,8,2969
EVT_03912,audio_mute,minor_safety,Mid,9,2931
EVT_03912,audio_mute,minor_safety,Mid,10,2794
EVT_03912,audio_mute,minor_safety,Mid,11,2916
EVT_03912,audio_mute,minor_safety,Mid,12,2906
EVT_03912,audio_mute,minor_safety,Mid,13,2791
EVT_03912,audio_mute,minor_safety,Mid,14,2975
EVT_03912,audio_mute,minor_safety,Mid,15,3132
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,-5,1884
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,-4,1793
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,-3,1884
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,-2,1815
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,-1,1931
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,0,1902
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,1,1790
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,2,1696
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,3,1613
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,4,1532
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,5,1416
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,6,1395
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,7,1493
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,8,1441
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,9,1465
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,10,1473
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,11,1478
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,12,1426
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,13,1411
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,14,1456
EVT_02702,content_warning_overlay,adult_nudity_sexual,Micro,15,1496
EVT_00375,content_warning_overlay,violent_graphic,Nano,-5,242
EVT_00375,content_warning_overlay,violent_graphic,Nano,-4,245
EVT_00375,content_warning_overlay,violent_graphic,Nano,-3,262
EVT_00375,content_warning_overlay,violent_graphic,Nano,-2,234
EVT_00375,content_warning_overlay,violent_graphic,Nano,-1,242
EVT_00375,content_warning_overlay,violent_graphic,Nano,0,256
EVT_00375,content_warning_overlay,violent_graphic,Nano,1,238
EVT_00375,content_warning_overlay,violent_graphic,Nano,2,225
EVT_00375,content_warning_overlay,violent_graphic,Nano,3,223
EVT_00375,content_warning_overlay,violent_graphic,Nano,4,208
EVT_00375,content_warning_overlay,violent_graphic,Nano,5,197
EVT_00375,content_warning_overlay,violent_graphic,Nano,6,197
EVT_00375,content_warning_overlay,violent_graphic,Nano,7,195
EVT_00375,content_warning_overlay,violent_graphic,Nano,8,194
EVT_00375,content_warning_overlay,violent_graphic,Nano,9,200
EVT_00375,content_warning_overlay,violent_graphic,Nano,10,197
EVT_00375,content_warning_overlay,violent_graphic,Nano,11,202
EVT_00375,content_warning_overlay,violent_graphic,Nano,12,204
EVT_00375,content_warning_overlay,violent_graphic,Nano,13,207
EVT_00375,content_warning_overlay,violent_graphic,Nano,14,209
EVT_00375,content_warning_overlay,violent_graphic,Nano,15,203
EVT_02346,caption_text_removal,hate_speech,Micro,-5,1764
EVT_02346,caption_text_removal,hate_speech,Micro,-4,1763
EVT_02346,caption_text_removal,hate_speech,Micro,-3,1755
EVT_02346,caption_text_removal,hate_speech,Micro,-2,1714
EVT_02346,caption_text_removal,hate_speech,Micro,-1,1685
EVT_02346,caption_text_removal,hate_speech,Micro,0,1755
EVT_02346,caption_text_removal,hate_speech,Micro,1,1638
EVT_02346,caption_text_removal,hate_speech,Micro,2,1647
EVT_02346,caption_text_removal,hate_speech,Micro,3,1527
EVT_02346,caption_text_removal,hate_speech,Micro,4,1528
EVT_02346,caption_text_removal,hate_speech,Micro,5,1503
EVT_02346,caption_text_removal,hate_speech,Micro,6,1571
EVT_02346,caption_text_removal,hate_speech,Micro,7,1557
EVT_02346,caption_text_removal,hate_speech,Micro,8,1517
EVT_02346,caption_text_removal,hate_speech,Micro,9,1562
